업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시 (입찰마감일시),공동 수급,투찰,내용링크
용역,E112300037-00,일반,신규 진입 LNG발전기그룹 실적 분석을 통한 기준용량가격 제도개선 및 산정 연구용역,한국전력거래소,재무경영팀,일반(총액),2023/05/09 10:27 (2023/05/23 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230513930&bidseq=00
용역,E112300035-00,일반,제주계통의 미래관성 및 강건성 확보방안 수립 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/09 10:16 (2023/05/23 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230513931&bidseq=00
물품,A112300009-00,일반,본사사옥 시설 유지관리용 소모성 자재 구매(2차),한국전력거래소,기획본부,수의(총액),2023/05/09 00:00 (2023/05/19 16:23),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230515089&bidseq=00
용역,E112300034-00,일반,"인터넷전화기, 라이선스, 인증서 구매 및 설치",한국전력거래소,재무경영팀,제한(총액),2023/05/08 15:21 (2023/05/16 15:30),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230512242&bidseq=00
용역,E112300032-00,일반,전력거래소 역무별 원가분석 용역,한국전력거래소,재무경영팀,제한(총액),2023/05/03 13:44 (2023/05/16 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230506270&bidseq=00
용역,E112300031-00,일반,'23년 전력시장 교육사업 운영 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/05/03 13:37 (2023/05/16 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230506273&bidseq=00
용역,E112300030-00,일반,전력시장 계약거래 표준서식 개발 용역,한국전력거래소,재무경영팀,제한(총액),2023/05/03 13:28 (2023/05/16 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230506275&bidseq=00
용역,E112300029-00,일반,전력시장에서의 수요반응자원 활용도 제고 및 제도개선 방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/03 13:22 (2023/05/16 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230506272&bidseq=00
용역,E112300028-00,일반,2023년도 정보보호 관리체계 인증 컨설팅,한국전력거래소,재무경영팀,제한(총액),2023/04/28 16:08 (2023/05/09 16:10),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230455153&bidseq=00
용역,E112300027-00,일반,2023년 전력거래소 과학화보안장비 유지보수 용역,한국전력거래소,재무경영팀,제한(총액),2023/04/20 09:57 (2023/04/28 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230438066&bidseq=00
용역,E112300026-00,일반,발전계획입출력프로그램(RSCT) 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2023/04/20 09:42 (2023/05/03 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230438065&bidseq=00
용역,E112300025-00,일반,특수일 산업체 조업률 조사용역,한국전력거래소,재무경영팀,제한(총액),2023/04/18 10:39 (2023/05/03 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230432773&bidseq=00
물품,A112300008-00,일반,2023년 상반기 복합기 및 프린터 소모품 구매,한국전력거래소,기획본부,수의(총액),2023/04/12 00:00 (2023/04/28 09:29),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230420694&bidseq=00
용역,E112300024-00,일반,2023년도 홍보 콘텐츠 제작 및 온라인 홍보매체 위탁운영,한국전력거래소,재무경영팀,제한(총액),2023/04/10 14:55 (2023/04/21 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230415946&bidseq=00
용역,E112300023-00,일반,수소발전 입찰시장 시스템 구축 및 개발 감리용역,한국전력거래소,재무경영팀,제한(총액),2023/04/03 17:33 (2023/04/14 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230402928&bidseq=00
용역,E112300022-00,일반,(긴급)수소발전 입찰시장 시스템 구축 및 개발 용역,한국전력거래소,재무경영팀,제한(총액),2023/04/03 17:27 (2023/04/14 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230402927&bidseq=00
물품,A112300007-00,일반,2023년 사창립 기념품 구매,한국전력거래소,기획본부,수의(총액),2023/03/29 00:00 (2023/04/14 09:18),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230360125&bidseq=00
물품,A112300006-00,일반,2023년 계통보호해석툴 유지보수 갱신(권한구매),한국전력거래소,기획본부,수의(총액),2023/03/27 00:00 (2023/04/14 09:48),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230355773&bidseq=00
용역,E112300021-00,일반,2023년 업무용차량 신규임차,한국전력거래소,재무경영팀,제한(총액),2023/03/21 15:16 (2023/03/29 15:20),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230343736&bidseq=00
용역,E112300020-00,일반,2023년도 홍보 콘텐츠 제작 및 온라인 홍보매체 위탁운영,한국전력거래소,재무경영팀,제한(총액),2023/03/21 13:57 (2023/04/04 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230343034&bidseq=00
용역,E112300019-00,일반,2023년 업무용차량 신규임차,한국전력거래소,재무경영팀,제한(총액),2023/03/21 10:50 (2023/03/29 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230342442&bidseq=00
용역,E112300018-00,일반,자체건설 REC 가중평균단가 산정 용역(재공고),한국전력거래소,재무경영팀,일반(총액),2023/03/20 09:15 (2023/03/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230338306&bidseq=00
용역,E112300017-00,일반,자체건설 REC 가중평균단가 산정 용역,한국전력거래소,재무경영팀,일반(총액),2023/03/14 13:41 (2023/03/28 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230326094&bidseq=00
용역,E112300016-00,일반,2023년도 계량설비 봉인업무 위탁용역(단가계약),한국전력거래소,재무경영팀,일반(단가),2023/03/13 16:34 (2023/04/25 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230323646&bidseq=00
물품,A112300005-00,일반,경인회의장 사무용 비품 임차,한국전력거래소,기획본부,수의(총액),2023/03/09 00:00 (2023/03/17 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230315683&bidseq=00
용역,E112300015-00,일반,직무·성과 중심의 인사관리 및 임금체계 고도화 용역,한국전력거래소,재무경영팀,제한(총액),2023/03/08 16:59 (2023/03/21 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230314225&bidseq=00
용역,E112300014-00,일반,"2023년도 주요정보통신기반시설 등 취약점 분석,평가 위탁용역",한국전력거래소,재무경영팀,제한(총액),2023/03/06 17:14 (2023/03/17 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230308079&bidseq=00
용역,E112300013-00,일반,"2023년도 주요정보통신기반시설 등 취약점 분석,평가 위탁용역",한국전력거래소,재무경영팀,제한(총액),2023/03/06 11:03 (2023/03/17 11:05),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230306274&bidseq=00
용역,E112300012-00,일반,자체건설 REC 가중평균단가 산정 용역,한국전력거래소,재무경영팀,일반(총액),2023/03/02 14:24 (2023/03/14 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230301662&bidseq=00
용역,E112300011-00,일반,2022년도 상용자가발전업체 조사 용역,한국전력거래소,재무경영팀,제한(총액),2023/02/28 16:26 (2023/03/14 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230249911&bidseq=00
용역,E112300010-00,일반,2022년도 상용자가발전업체 조사 용역,한국전력거래소,재무경영팀,제한(총액),2023/02/16 09:19 (2023/02/28 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230227640&bidseq=00
용역,E112300008-00,일반,2023년 전력거래소 직무능력중심 블라인드 채용업무대행 위탁 용역,한국전력거래소,재무경영팀,일반(총액),2023/02/10 13:24 (2023/03/22 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230217357&bidseq=00
물품,A112300004-00,일반,2023년 전력계통해석툴(PSS/E) 유지보수 갱신(권한구매),한국전력거래소,기획본부,수의(총액),2023/01/31 00:00 (2023/02/10 15:40),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230134210&bidseq=00
물품,A112300003-00,일반,"2023년 전력계통해석툴(PSCAD, E-tran) 유지보수 갱신(권한구매)",한국전력거래소,기획본부,수의(총액),2023/01/31 00:00 (2023/02/10 15:19),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230133967&bidseq=00
물품,A112300002-00,일반,본사사옥 시설 유지관리용 소모성 자재 구매(1차),한국전력거래소,기획본부,수의(총액),2023/01/30 00:00 (2023/02/10 17:27),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230132399&bidseq=00
물품,A112300001-00,일반,설 명절 지역 사회적경제기업 상품 구매,한국전력거래소,기획본부,수의(총액),2023/01/26 00:00 (2023/02/10 09:52),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230126724&bidseq=00
용역,E112300007-00,일반,제주 장주기용 BESS 중앙계약시장 세부운영기준 수립을 위한 연구용역(2차),한국전력거래소,재무경영팀,일반(총액),2023/01/18 11:35 (2023/01/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230119193&bidseq=00
용역,E112300006-00,일반,재생에너지 발전량 예측제도 참여자원의 계통 기여 제고 방안에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/01/17 16:23 (2023/01/30 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230118226&bidseq=00
용역,E112300005-00,일반,'23 발전기 운전실적 분석시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/01/10 11:28 (2023/01/20 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230108631&bidseq=00
용역,E112300004-00,일반,급전운영정보공유시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/01/10 09:35 (2023/01/20 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230108401&bidseq=00
용역,E112300003-00,일반,급전운영정보공유시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/01/09 16:52 (2023/01/19 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230107763&bidseq=00
용역,E112300002-00,일반,제주 장주기용 BESS 중앙계약시장 세부운영기준 수립을 위한 연구용역(2차),한국전력거래소,재무경영팀,일반(총액),2023/01/02 14:07 (2023/01/12 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230100518&bidseq=00
용역,E112300001-00,일반,2023년도 전력거래소 전자기기보험,한국전력거래소,재무경영팀,일반(총액),2023/01/02 10:17 (2023/01/10 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230100202&bidseq=00
물품,A112300027-00,일반,제주 실시간 가격결정시스템 최적화 엔진 구매,한국전력거래소,기획본부,수의(총액),2023/12/13 00:00 (2023/12/29 14:34),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231229135&bidseq=00
물품,A112300028-00,일반,전력시장통계 월보 자동화 시스템(RPA) 라이센스 갱신,한국전력거래소,기획본부,수의(총액),2023/12/13 00:00 (2023/12/29 15:30),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231229485&bidseq=00
물품,A112300029-00,일반,본사 전력시장운영시스템 웹서버 SSL인증서 발금,한국전력거래소,기획본부,수의(총액),2023/12/13 00:00 (2023/12/29 17:22),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231230173&bidseq=00
물품,G112300007-00,일반,정보보안 노후설비 교체 및 설비보강 사업,한국전력거래소,기획본부,제한(총액),2023/12/11 00:00 (2023/12/19 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231220753&bidseq=00
물품,G112300008-00,일반,보안관제 백업시스템 보강 사업,한국전력거래소,기획본부,제한(총액),2023/12/11 00:00 (2023/12/19 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231221021&bidseq=00
용역,E112300102-00,일반,(긴급) 발전실적관리시스템 유지보수 용역,한국전력거래소,재무경영팀,제한(총액),2023/12/08 14:21 (2023/12/19 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231218438&bidseq=00
물품,G112300006-00,일반,"해킹메일 탐지,분석시스템 및 APT 대응시스템 사용권 구매",한국전력거래소,기획본부,제한(총액),2023/12/07 00:00 (2023/12/15 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231214052&bidseq=00
물품,G112300004-00,일반,"해킹메일 탐지,분석시스템 및 APT 대응시스템 사용권 구매",한국전력거래소,기획본부,제한(총액),2023/12/06 00:00 (2023/12/14 13:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231211447&bidseq=00
물품,A112300026-00,일반,단말기반위협 탐지·대응시스템(EDR) 로그서버 구축,한국전력거래소,기획본부,수의(총액),2023/11/13 00:00 (2023/11/27 09:40),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231120782&bidseq=00
용역,E112300099-00,일반,[긴급] 전력신사업 법 개정사항 반영을 위한 전산시스템 개발 용역,한국전력거래소,재무경영팀,제한(총액),2023/11/09 14:00 (2023/11/21 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231120208&bidseq=00
용역,E112300098-00,일반,2024년 전력거래소 직무능력중심 블라인드 채용업무대행 위탁용역,한국전력거래소,재무경영팀,일반(총액),2023/11/06 16:55 (2023/12/19 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231109772&bidseq=00
용역,E112300097-00,일반,2023~2025년 전사적 자원관리(ERP) 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/10/31 09:58 (2023/11/14 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231042933&bidseq=00
용역,E112300096-00,일반,[긴급] 전력신사업 법 개정사항 반영을 위한 전산시스템 개발 용역,한국전력거래소,재무경영팀,제한(총액),2023/10/26 13:02 (2023/11/07 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231036378&bidseq=00
용역,E112300095-00,일반,육지 후비 전력관제센터 건립공사 건설폐기물 처리 용역,한국전력거래소,재무경영팀,제한(총액),2023/10/25 14:20 (2023/11/02 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231034350&bidseq=00
물품,A112300025-00,일반,유찰수의공고_EMS 백업시스템 보강,한국전력거래소,기획본부,수의(총액),2023/10/25 00:00 (2023/10/31 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231035041&bidseq=00
물품,A112300023-00,일반,제주 실시간 가격결정시스템 SW 구매,한국전력거래소,기획본부,수의(총액),2023/10/24 00:00 (2023/10/31 13:37),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231031840&bidseq=00
물품,A112300024-00,일반,본사사옥 시설 유지관리용 소모성 자재 구매(4차),한국전력거래소,기획본부,수의(총액),2023/10/24 00:00 (2023/10/31 13:48),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231031839&bidseq=00
용역,E112300094-00,일반,2023~2025년 전사적 자원관리(ERP) 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/10/13 14:18 (2023/10/24 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231015648&bidseq=00
물품,G112300003-00,일반,EMS 백업시스템 보강,한국전력거래소,기획본부,제한(총액),2023/10/06 00:00 (2023/10/18 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20231005787&bidseq=00
용역,E112300093-00,일반,발전기 기동여건 변화에 따른 기동비용 산정방법 개선방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/10/05 20:29 (2023/10/17 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231005491&bidseq=00
용역,E112300092-00,일반,2023~2024년 순환근무자를 위한 셔틀버스 임차용역,한국전력거래소,재무경영팀,제한(총액),2023/10/05 15:35 (2023/10/13 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231004116&bidseq=00
용역,E112300091-00,일반,2023년도 임직원 단체보험,한국전력거래소,재무경영팀,일반(총액),2023/10/05 15:11 (2023/10/17 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20231004115&bidseq=00
물품,A112300021-00,일반,KPX Market+ 모바일 종합서비스용 고객 편의성 개선 제품 갱신,한국전력거래소,기획본부,수의(총액),2023/09/21 00:00 (2023/10/13 14:19),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230929112&bidseq=00
물품,A112300022-00,일반,EMS 시각동기화장치 보강설비 구매,한국전력거래소,기획본부,수의(총액),2023/09/21 00:00 (2023/10/13 14:24),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230929106&bidseq=00
물품,A112300020-00,일반,2023년 추석 명절 중소기업 상품 구매,한국전력거래소,기획본부,수의(총액),2023/09/21 00:00 (2023/10/06 14:13),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230929104&bidseq=00
용역,E112300089-00,일반,발전기 기동여건 변화에 따른 기동비용 산정방법 개선방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/09/18 16:17 (2023/10/05 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230923485&bidseq=00
용역,E112300088-00,일반,2023년도 임직원 단체보험,한국전력거래소,재무경영팀,일반(총액),2023/09/18 16:12 (2023/10/05 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230923508&bidseq=00
물품,A112300019-00,일반,2023년 추석 명절 중소기업 상품 구매,한국전력거래소,기획본부,수의(총액),2023/09/18 00:00 (2023/09/27 15:40),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230923361&bidseq=00
물품,A112300017-00,일반,대강당 무선마이크 구매,한국전력거래소,기획본부,수의(총액),2023/09/14 00:00 (2023/09/27 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230918303&bidseq=00
물품,G112300002-00,일반,[2차신규] 수요전망 프로그램 SAS 라이선스 갱신,한국전력거래소,기획본부,제한(총액),2023/09/14 00:00 (2023/09/22 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230918302&bidseq=00
물품,A112300018-00,일반,2023년 하반기 복합기 및 프린터 소모품 구매,한국전력거래소,기획본부,수의(총액),2023/09/14 00:00 (2023/09/27 11:18),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230918304&bidseq=00
용역,E112300087-00,일반,발전기 기동여건 변화에 따른 기동비용 산정방법 개선방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/09/07 09:44 (2023/09/19 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230908247&bidseq=00
용역,E112300086-00,일반,2023년 전력시장 전문위원회 위원 전문인 배상책임보험,한국전력거래소,재무경영팀,일반(총액),2023/09/07 09:27 (2023/09/19 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230908246&bidseq=00
용역,E112300085-00,일반,2023년도 임직원 단체보험,한국전력거래소,재무경영팀,일반(총액),2023/09/06 10:06 (2023/09/19 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230906566&bidseq=00
용역,E112300084-00,일반,청정수소발전 입찰시장 설계 및 수소거래시장 연계방안에 관한 연구용역,한국전력거래소,재무경영팀,일반(총액),2023/09/06 09:58 (2023/09/19 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230906375&bidseq=00
용역,E112300083-00,일반,KPX 통합재난관리시스템 구축 용역,한국전력거래소,재무경영팀,제한(총액),2023/08/31 14:56 (2023/09/12 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230900888&bidseq=00
물품,G112300001-00,일반,수요전망 프로그램 SAS 라이선스 갱신,한국전력거래소,기획본부,제한(총액),2023/08/31 00:00 (2023/09/08 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230843574&bidseq=00
용역,E112300082-00,일반,2023~2025년 전사적 자원관리(ERP) 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/08/29 10:01 (2023/10/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230838312&bidseq=00
용역,E112300080-00,일반,2023년도 전력거래소 근무복 제작·구매,한국전력거래소,재무경영팀,제한(총액),2023/08/18 13:12 (2023/08/29 13:30),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230824785&bidseq=00
용역,E112300079-00,일반,2022년도 대외평가 지적사항 개선 용역,한국전력거래소,재무경영팀,제한(총액),2023/08/16 16:48 (2023/08/29 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230821287&bidseq=00
용역,E112300078-00,일반,탄소중립에 따른 부문별 전기화 영향 분석 용역,한국전력거래소,재무경영팀,제한(총액),2023/08/16 13:35 (2023/08/29 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230820518&bidseq=00
용역,E112300076-00,일반,전력계통 안정도 향상을 위한 발전설비 제어시스템 성능개선 연구 및 실증 용역,한국전력거래소,재무경영팀,일반(총액),2023/08/08 14:44 (2023/08/22 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230811167&bidseq=00
용역,E112300075-00,일반,2023년도 전력거래소 근무복 제작·구매,한국전력거래소,재무경영팀,제한(총액),2023/08/07 15:00 (2023/08/18 15:10),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230809515&bidseq=00
물품,A112300016-00,일반,본사사옥 시설 유지관리용 소모성 자재 구매(3차),한국전력거래소,기획본부,수의(총액),2023/08/07 00:00 (2023/08/25 16:28),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230809633&bidseq=00
용역,E112300072-00,일반,2023년도 경영혁신 및 성과관리 고도화 용역,한국전력거래소,재무경영팀,제한(총액),2023/08/02 15:23 (2023/08/17 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230803937&bidseq=00
용역,E112300073-00,일반,2022년도 대외평가 지적사항 개선 용역,한국전력거래소,재무경영팀,제한(총액),2023/08/02 15:21 (2023/08/17 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230803933&bidseq=00
물품,A112300015-00,일반,유선전화 녹취 및 컬러링·ARS 시스템 구축,한국전력거래소,기획본부,수의(총액),2023/08/01 00:00 (2023/08/18 13:58),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230801560&bidseq=00
용역,E112300071-00,일반,전력계통 안정도 향상을 위한 발전설비 제어시스템 성능개선 연구 및 실증 용역,한국전력거래소,재무경영팀,일반(총액),2023/07/27 14:02 (2023/08/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230742249&bidseq=00
용역,E112300069-00,일반,주간 전력수요예측 시스템 구축 용역,한국전력거래소,재무경영팀,제한(총액),2023/07/19 15:48 (2023/08/30 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230729274&bidseq=00
용역,E112300068-00,일반,주간 전력수요예측 시스템 구축 용역,한국전력거래소,재무경영팀,제한(총액),2023/07/11 16:47 (2023/07/25 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230716156&bidseq=00
용역,E112300067-00,일반,전력계통 안정도 향상을 위한 발전설비 제어시스템 성능개선 연구 및 실증 용역,한국전력거래소,재무경영팀,일반(총액),2023/07/11 16:34 (2023/07/25 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230716140&bidseq=00
용역,E112300066-00,일반,재해경감 우수기업 및 ISO 22301 인증 컨설팅 용역,한국전력거래소,재무경영팀,제한(총액),2023/07/10 14:09 (2023/07/21 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230713070&bidseq=00
